X.2,X.1,Parent,Spinoff,Date,Parent.Company,New.Company,MarketCap,Notes,Missing.,Sector,Industry,YF_Dummy,Notes.1,X,TotalAssets,Inventory,NetPPE,TotalEquityGrossMinorityInterest,TotalDebt,TotalRevenue,ResearchAndDevelopment,OperatingIncome,NetIncome,ParentTotalAssets,ParentTotalEquityGrossMinorityInterest,ParentTotalDebt,Notes...Parent,Notes...Spinoff,Notes.2,Year.Dmy,IndustryMedianEarningsVolatility,IndustryMedianLeverageRatio,SectorMedianEarningsVolatility,SectorMedianLeverageRatio,Taxes,ClosestDate,WX_FFR,WX_diff
79,79,SCTL,BXRX,11/22/19,Societal Cdmo Inc,Baudax Bio Inc,64697434,,,Healthcare,Biotechnology,,,,54213000,,5551000,-16721000,773000,0,1483000,-6686000,-7325000,167716000,-19867000,110299000,,,,2019,0.401136102,0.093677874,0.410452654,0.172467945,0,18231,1.608781138,-0.029809905
80,80,AHT,AINC,10/28/19,Ashford Hospitality Trust Inc,Ashford Inc,51942231,True spinoff?,,Financial Services,Asset Management,,,,782500000,1642000,147889000,46155000,110363000,107575000,,-7914000,-8521000,4769051000,388082000,4153126000,,,,2019,0.336317086,0.446983728,0.395759551,0.713185784,0.35,18201,1.638591043,-0.016927695
81,81,NUAN,CRNC,10/2/19,Nuance Communications Inc,Cerence Inc,823806316,,,Technology,Software—Application,,,,1661927000,,43751000,926215000,270448000,77459000,23511000,5457000,-11762000,5365793000,2173150000,,https://www.sec.gov/Archives/edgar/data/1002517/000100251719000039/nuan0930201910-k.htm,,,2019,0.850920826,0.322101097,0.740822975,0.421535022,0.27,18170,1.655518738,-0.302849404
82,82,ENSG,PNTG,10/1/19,Ensign Group Inc,Pennant Group Inc,921098710,,,Healthcare,Medical Care Facilities,,,,447750000,,330972000,71111000,334855000,89492000,,-1395000,-3799000,2359549000,701806000,1311182000,,,,2019,0.300463742,0.870646588,0.410452654,0.172467945,0.27,18170,1.655518738,-0.302849404
83,83,SATS,DISH,9/11/19,Echostar Corp,Dish Network Corp,16779041466,,,Communication Services,Telecom Services,,,,31771440000,314620000,2910202000,10697233000,14227002000,3168363000,,468892000,353304000,7950091000,4242951000,2691013000,,,,2019,0.264318713,1.028737664,0.564484485,0.915681256,0.236,18140,1.958368142,-0.062092616
84,84,KAR,IAA,6/28/19,Kar Auction Services Inc,Iaa Inc,5170000000,,https://www.macrotrends.net/stocks/delisted/IAA/iaa/market-cap,Consumer Cyclical,Auto & Truck Dealerships,1,Not Listed,Industry easy to assign,419200000,,241400000,-228900000,1266800000,366400000,,,51300000,8324100000,1502500000,3696900000,,https://www.sec.gov/Archives/edgar/data/1745041/000162828019010696/iaa-20190630x10q.htm,,2019,0.19444883,1.497255377,0.54333075,0.849259347,,18078,2.172024415,-0.013695287
85,85,DD,CTVA,6/3/19,Dupont De Nemours Inc,Corteva Inc,22142459550,,,Basic Materials,Agricultural Inputs,,,,43998000000,3918000000,4543000000,26143000000,2175000000,5556000000,269000000,1190000000,-608000000,1.89785E+11,94098000000,41970000000,,,,2019,0.70313294,0.505595117,0.585988953,0.504063828,0.359,18048,2.185719702,-0.228748522
86,86,VFC,KTB,5/23/19,V F Corp,Kontoor Brands Inc,1594928997,,,Consumer Cyclical,Apparel Manufacturing,,,,1588202000,538168000,222143000,82168000,1083049000,609746000,,53520000,37986000,10356785000,4298516000,2786202000,,,,2019,0.892597251,1.462844433,0.54333075,0.849259347,0.198,18048,2.185719702,-0.228748522
87,87,NVS,ALC,4/9/19,Novartis Ag,Alcon Inc,30157000723,,,Healthcare,Medical Instruments & Supplies,,,,27655000000,1505000000,3437000000,19303000000,3804000000,1903000000,167000000,-53000000,-390000000,1.37946E+11,47307000000,30590000000,,,,2019,0.492999652,0.367435964,0.410452654,0.172467945,0.18,17987,2.408730447,0.005274627
88,88,IRWD,CYCN,4/2/19,Ironwood Pharmaceuticals Inc,Cyclerion Therapeutics Inc,313749007,,,Healthcare,Biotechnology,,,,235503000,,83084000,141190000,73263000,1628000,25759000,-33054000,-32254000,363538000,-237179000,498078000,,,,2019,0.401136102,0.093677874,0.410452654,0.172467945,0,17987,2.408730447,0.005274627
89,89,DD,DOW,4/2/19,Dupont De Nemours Inc,Dow Inc,36924519526,,,Basic Materials,Chemicals,,,,64889000000,6841000000,23433000000,18500000000,20196000000,11014000000,208000000,860000000,75000000,1.89785E+11,94098000000,41970000000,,,,2019,1.641058399,0.625708662,0.585988953,0.504063828,0,17987,2.408730447,0.005274627
90,90,CPLP,DSSI,3/28/19,Capital Product Partners Lp,Diamond S Shipping Inc,300000000,,https://www.macrotrends.net/stocks/delisted/DSSI/diamond-s-shipping/market-cap,Industrials,Marine Shipping,1,Not Listed,Industry easy to assign,167511000,32762000,,1211994000,828064000,102656000,,8033000,-820000,1385245000,881314000,291411000,,https://www.sec.gov/Archives/edgar/data/1761940/000114420419026603/tv521606_10q.htm,,2019,1.400112276,0.706917543,0.511882998,0.72137165,,17987,2.408730447,0.005274627
91,91,TFCF,FOX,3/21/19,Twenty-first Century Fox Inc,Fox Corp,22557701353,,,Communication Services,Entertainment,,,,17657000000,1074000000,1286000000,8611000000,6750000000,2752000000,,698000000,529000000,34017000000,33235000000,19208000000,https://www.sec.gov/Archives/edgar/data/1308161/000156459019002155/fox-10q_20181231.htm,,,2019,0.822328943,1.976846217,0.564484485,0.915681256,0.237,17987,2.408730447,0.005274627
92,92,FMC,LTHM,3/4/19,Fmc Corp,Livent Corp,1792880000,,,Basic Materials,Specialty Chemicals,,,,670100000,84400000,312500000,506900000,64300000,98300000,800000,21100000,16900000,9974300000,3210400000,2744000000,,,,2019,0.360360181,0.675287768,0.585988953,0.504063828,0.195,17956,2.40345582,-0.051963143
93,93,GE,WAB,2/26/19,General Electric Co.,Westinghouse Air Brake Technologies Corp,11977020354,,,Industrials,Railroads,,,,19077905000,1947220000,1634966000,9780446000,4641286000,1593617000,34545000,67307000,-4472000,3.091E+11,51500000000,1.1E+11,,,,2019,0.233510639,0.813461815,0.511882998,0.72137165,0.27,17956,2.40345582,-0.051963143
94,94,HSIC,CVET,2/8/19,Henry Schein Inc,Covetrus Inc,3900000000,,https://www.macrotrends.net/stocks/delisted/CVET/covetrus/market-cap,Healthcare,Medical Distribution,1,Private,Industry easy to assign,4269000000,594000000,94000000,2294000000,1167000000,941000000,,-9000000,-14000000,8500527000,3541788000,1964286000,,https://www.sec.gov/Archives/edgar/data/1752836/000175283619000010/cvet_20190331x10q.htm,,2019,0.303590892,0.353204173,0.410452654,0.172467945,,17928,2.455418962,-0.038583989
95,95,NTGR,ARLO,1/2/19,Netgear Inc,Arlo Technologies Inc,307432830,,,Industrials,Building Products & Equipment,,,,480374000,131227000,56021000,232141000,25256000,57880000,18161000,-40973000,-41284000,1043376000,627552000,,,,,2019,0.242358405,0.821338875,0.511882998,0.72137165,0.27,17897,2.494002952,-0.036865883
96,96,SIR,ILPT,12/28/18,Select Income Reit,Industrial Logistics Properties Trust,1280021138,,,Real Estate,REIT—Industrial,,,,1534611000,,75803000,1028273000,480511000,42074000,,22905000,18288000,4721499000,2379640000,,https://www.sec.gov/Archives/edgar/data/1537667/000153766718000035/sir_93018x10qxdocumentxwor.htm,,,2018,0.088855838,0.831814918,0.168084274,1.025771966,0,17897,2.494002952,-0.036865883
97,97,BGCP,NMRK,12/3/18,Bgc Partners Inc,Newmark Group Inc,1429172020,,,Real Estate,Real Estate Services,,,,3454157000,,78805000,1082969000,1510313000,631691000,,62893000,17761000,8732296000,1890159000,2459817000,,,,2018,0.390675464,0.895384136,0.168084274,1.025771966,0.27,17866,2.530868834,0.127861929
98,98,LCTX,AGE,11/29/18,Lineage Cell Therapeutics Inc,Agex Therapeutics Inc,107131700,,,Healthcare,Biotechnology,,,,10671000,,90000,8231000,,313000,1523000,-3358000,-3186000,176077000,169558000,1632000,,,,2018,0.430408539,0.093677874,0.414829977,0.172467945,0,17866,2.530868834,0.127861929
99,99,EQT,ETRN,11/13/18,Eqt Corp,Equitrans Midstream Corp,5090505420,,,Energy,Oil & Gas Midstream,,,,10523835000,,5867647000,5259633000,4666244000,384791000,,239944000,-48223000,28661329000,16217392000,8508097000,,,,2018,0.373517978,0.981067447,1.680451325,0.544878592,0.27,17836,2.403006906,0.103482796
100,100,TRN,ACA,11/1/18,Trinity Industries Inc,Arcosa Inc,1348503000,,,Industrials,Engineering & Construction,,,,2172200000,252500000,803000000,1684500000,185500000,374400000,,26700000,27700000,9405000000,4639400000,3275700000,,,,2018,0.499747485,0.862763215,0.37142677,0.72137165,0.038,17836,2.403006906,0.103482796
101,101,HON,REZI,10/29/18,Honeywell International Inc,Resideo Technologies Inc,2517350216,,,Industrials,Security & Protection Services,,,,4972000000,628000000,300000000,1533000000,1201000000,1266000000,,105000000,16000000,61927000000,18423000000,18251000000,,,,2018,0.463349,0.097700894,0.37142677,0.72137165,0.27,17836,2.403006906,0.103482796
102,102,TMX,FTDR,10/1/18,Terminix Global Holdings Inc,Frontdoor Inc,2249746494,,,Consumer Cyclical,Personal Services,,,,1041000000,,47000000,-343000000,984000000,279000000,,39000000,17000000,878000000,1423000000,2702000000,https://www.sec.gov/Archives/edgar/data/1428875/000142887518000136/serv-20180930x10q.htm,,,2018,0.151947486,2.065229064,0.267495712,0.849259347,0.261,17805,2.29952411,0.134105992
103,103,HON,GTX,10/1/18,Honeywell International Inc,Garrett Motion Inc,519101928,,,Consumer Cyclical,Auto Parts,,,,2104000000,172000000,438000000,-2593000000,1592000000,799000000,,104000000,43000000,61927000000,18423000000,18251000000,,,,2018,0.418987704,0.621811978,0.267495712,0.849259347,0.261,17805,2.29952411,0.134105992
104,104,KLXI,KLXE,9/17/18,Klx Inc,Klx Energy Services Holdings Inc,644247000,True spinoff?,,Energy,Oil & Gas Equipment & Services,,,,641200000,13800000,206300000,328300000,243000000,123200000,600000,-9900000,-9900000,2140700000,2319600000,1185900000,https://www.sec.gov/Archives/edgar/data/1617898/000155837018007257/klxi-20180731x10q.htm,,,2018,2.790461481,0.428871003,1.680451325,0.544878592,0,17805,2.29952411,0.134105992
105,105,MSFJY,AMTB,8/29/18,Mercantil Servicios Financieros Ca,Amerant Bancorp Inc,909101976,,,Financial Services,Banks—Regional,,,,8435802000,,122350000,727675000,1456110000,68583000,,,11551000,,,,,,,2018,,0.817984442,0.414566222,0.713185784,0.227,17775,2.165418118,0.154704039
106,106,SITC,RVIC,7/2/18,Site Centers Corp,Retail Value Inc,600000000,,https://www.macrotrends.net/stocks/delisted/RVIC/retail-value/market-cap,Real Estate,REIT—Retail,1,Not Listed,Industry easy to assign,2133296000,,,683362000,,69655000,,,5953000,6704389000,2692338000,3589749000,,https://www.sec.gov/Archives/edgar/data/1735184/000156459018026847/rvi-10q_20180930.htm,,2018,0.168190734,1.42478274,0.168084274,1.025771966,,17713,1.918671457,0.028648964
107,107,ALV,VNE,7/2/18,Autoliv Inc,Veoneer Inc,3720000000,,https://www.macrotrends.net/stocks/delisted/VNE/veoneer/market-cap,Technology,,,No Data,,,,,,,,,,,6789800000,2007600000,2283600000,,,,2018,,,0.660421265,0.421535022,,17713,1.918671457,0.028648964
108,108,DXC,PRSP,6/1/18,Dxc Technology Co.,Perspecta Inc,4070000000,,https://www.macrotrends.net/stocks/delisted/PRSP/perspecta-inc/market-cap,Technology,Information Technology Services,1,Not Listed,Industry easy to assign,6330000000,,342000000,2202000000,2544000000,160000000,,,29000000,33921000000,13837000000,8010000000,,https://www.sec.gov/Archives/edgar/data/1724670/000172467018000022/perspecta630201810-q.htm,,2018,0.208626492,0.785841228,0.660421265,0.421535022,,17683,1.890022493,0.120852159
109,109,SRC,SMTA,6/1/18,Spirit Realty Capital Inc,Spirit Mta Reit,390000000,True spinoff?,https://www.macrotrends.net/stocks/delisted/SMTA/spirit-mta-reit/market-cap,Real Estate,,,No Data,,,,,,,,,,,7202820000,3168723000,3741020000,,,,2018,,,0.168084274,1.025771966,,17683,1.890022493,0.120852159
110,110,TNL,WH,6/1/18,Travel & Leisure Co.,Wyndham Hotels & Resorts Inc,5853678716,,,Consumer Cyclical,Lodging,,,,4934000000,,331000000,1436000000,2145000000,435000000,,102000000,21000000,11099000000,650000000,6261000000,,,,2018,0.189127669,-2.32811028,0.267495712,0.849259347,0.276,17683,1.890022493,0.120852159
111,111,LQ,CPLG,5/31/18,La Quinta Holdings Inc,Corepoint Lodging Inc,1630000000,,https://www.macrotrends.net/stocks/delisted/CPLG/corepoint-lodging/market-cap,Real Estate,REIT—Hotel & Motel,1,Not Listed,Industry easy to assign,2651000000,,,1513000000,1032000000,233000000,,-2000000,-48000000,2947279000,804543000,1684990000,https://www.sec.gov/Archives/edgar/data/1594617/000156459018011953/lq-10q_20180331.htm,https://www.sec.gov/Archives/edgar/data/1707178/000156459018021742/cplg-10q_20180630.htm,,2018,0.134193688,0.999052326,0.168084274,1.025771966,,17683,1.890022493,0.120852159
112,112,ESEA,EDRY,5/31/18,Euroseas Ltd.,Eurodry Ltd.,18827788,,,Industrials,Marine Shipping,,,,115856388,907645,103362143,59715381,53190375,6115616,,1047202,466587,161682951,79136466,68887162,,,,2018,1.304160912,0.706917543,0.37142677,0.72137165,0.29,17683,1.890022493,0.120852159
113,113,DOV,CHX,5/9/18,Dover Corp,Championx Corp,3228937819,,,Energy,Oil & Gas Equipment & Services,,,,1980266000,215164000,233530000,935528000,707337000,305928000,,37911000,22183000,10543040000,4445622000,3458254000,,,,2018,2.790461481,0.428871003,1.680451325,0.544878592,0.298,17652,1.769170334,0.064054597
114,114,PNR,NVT,5/1/18,Pentair PLC,Nvent Electric PLC,4478224481,,,Industrials,Electrical Equipment & Parts,,,,4576800000,226700000,261100000,2696400000,994000000,542700000,11000000,65300000,43300000,9368100000,4719700000,2673300000,,,,2018,0.585146492,0.332903679,0.37142677,0.72137165,0.149,17652,1.769170334,0.064054597
115,115,FLNT,RDVT,3/27/18,Fluent Inc,Red Violet Inc,62626333,,,Technology,Software—Application,,,,46535000,,974000,40262000,,3325000,,-2084000,-2084000,316999000,224007000,62963000,,,,2018,0.696287405,0.322101097,0.660421265,0.421535022,0,17622,1.705115737,0.058796703
116,116,IDT,RFL,3/27/18,Idt Corp,Rafael Holdings Inc,102844383,,,Real Estate,Real Estate Services,,,,115084000,,50554000,114950000,,1093000,,-731000,-531000,504229000,146360000,,,,,2018,0.390675464,0.895384136,0.168084274,1.025771966,0,17622,1.705115737,0.058796703
117,117,DBRG,BRSP,2/1/18,Digitalbridge Group Inc,Brightspire Capital Inc,2423454784,,,Real Estate,REIT—Diversified,,,,8120905000,,1495096000,3202249000,4749723000,90549000,,17634000,-4714000,24785650000,12349392000,10827810000,,,,2018,0.149581269,1.355563228,0.168084274,1.025771966,0.029,17563,1.546020686,0.146535322
118,118,APTV,DLPH,12/5/17,Aptiv PLC,Delphi Technologies PLC,5010000000,,https://www.macrotrends.net/stocks/delisted/DLPH/delphi-technologies/market-cap,Consumer Cyclical,Auto Parts,1,Not Listed,Industry easy to assign,3793000000,498000000,,232000000,1515000000,1289000000,,106000000,65000000,14166000000,3614000000,4899000000,,https://www.sec.gov/Archives/edgar/data/1707092/000170709218000008/dlph1231201710k.htm,,2017,0.273522797,0.621811978,0.24029006,0.849259347,,17501,1.40846047,0.124879056
119,119,CNX,CEIX,11/29/17,Cnx Resources Corp,Consol Energy Inc,1104996280,,,Energy,Thermal Coal,,,,2707099000,53420000,2122297000,343641000,887771000,327359000,,29112000,-29013000,8979568000,4071235000,2543283000,,,,2017,0.317763576,0.168031555,1.705352991,0.544878592,0.4,17501,1.40846047,0.124879056
120,120,PARA,AUD,11/17/17,Paramount Global,Audacy Inc,20000000,,https://www.macrotrends.net/stocks/charts/AUDA/audacy/market-cap,Communication Services,Broadcasting,1,Listed as AUDA,Industry listed,4539201000,,346507000,1764360000,1872761000,246614000,,-2265000,231829000,23894000000,2994000000,9689000000,,https://www.sec.gov/Archives/edgar/data/1067837/000119312518085958/d548878d10k.htm,,2017,0.26781181,1.074104913,0.433668724,0.915681256,,17501,1.40846047,0.124879056
121,121,FNF,BKI,10/2/17,Fidelity National Financial Inc,Black Knight Inc,6775699528,,,Technology,Software—Application,,,,3655900000,,179900000,1708800000,1434100000,267500000,,73900000,147200000,10501000000,5369000000,890000000,,,,2017,0.782208102,0.322101097,0.606874629,0.421535022,,17440,1.156566976,0.052031386
122,122,NC,HBB,10/2/17,Nacco Industries Inc,Hamilton Beach Brands Holding Co.,351270467,,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,,,326233000,134744000,19083000,46408000,51346000,265778000,,30979000,13765000,384949000,207063000,58741000,,,,2017,0.249648572,0.960053517,0.24029006,0.849259347,0.4,17440,1.156566976,0.052031386
123,123,HPE,MFGP,9/1/17,Hewlett Packard Enterprise Co.,Micro Focus International PLC,13950000000,"https://companiesmarketcap.com/micro-focus/marketcap/#:~:text=Market%20cap%3A%20%242.22%20Billion,cap%20according%20to%20our%20data.",Private,Technology,,,No Data,,,,,,,,,,,70931000000,29050000000,16596000000,,,,2017,,,0.606874629,0.421535022,,17410,1.10453559,-0.001764611
124,124,MET,BHF,8/7/17,Metlife Inc,Brighthouse Financial Inc,7282204844,,,Financial Services,Insurance—Life,,,,2.23279E+11,,,13831000000,3615000000,1972000000,,,-943000000,9.25199E+11,69669000000,22912000000,,,,2017,,0.542533081,0.424652694,0.713185784,0.4,17379,1.106300201,0.026630596
125,125,VNO,JBGS,7/18/17,Vornado Realty Trust,Jbg Smith Properties,4043651112,,,Real Estate,REIT—Office,,,,6015027000,,,3642812000,2155790000,152350000,,15355000,-69831000,20889290000,8821314000,10837585000,,,,2017,0.184558854,1.207603221,0.184159391,1.025771966,0.013,17379,1.106300201,0.026630596
126,126,GE,BKR,7/5/17,General Electric Co.,Baker Hughes Co.,15674505327,,,Energy,Oil & Gas Equipment & Services,,,,54810000000,5309000000,6255000000,40147000000,4905000000,5375000000,,228000000,-104000000,3.555E+11,75700000000,1.344E+11,,,,2017,2.798921858,0.428871003,1.705352991,0.544878592,0.4,17348,1.079669606,0.023486314
127,127,YHOO,AABA,6/19/17,Yahoo Inc,Altaba Inc,52060000000,,https://www.macrotrends.net/stocks/delisted/AABA/altaba/market-cap,Financial Services,,,No Data,,,,,,,,,,,,,,,,,2017,,,0.424652694,0.713185784,,17348,1.079669606,0.023486314
128,128,CKH,SMHI,6/2/17,Seacor Holdings Inc,Seacor Marine Holdings Inc,359788808,,,Industrials,Marine Shipping,,,,1092255000,3376000,701668000,519024000,315497000,42323000,,-38497000,-33992000,2954978000,1226869000,1097797000,https://www.sec.gov/Archives/edgar/data/859598/000085959817000070/ckh-03312017x10q.htm,,,2017,1.11108402,0.706917543,0.365643681,0.72137165,0.266,17318,1.056183292,0.02717262
129,129,TGNA,CARS,6/1/17,Tegna Inc,Carscom Inc,1906400343,,,Consumer Cyclical,Auto & Truck Dealerships,,,,2559885000,,40596000,1483533000,668905000,156624000,,31228000,24809000,8465011000,2623403000,3966488000,,,,2017,0.092312834,1.497255377,0.24029006,0.849259347,0.369,17318,1.056183292,0.02717262
130,130,ASH,VVV,5/15/17,Ashland Inc,Valvoline Inc,4815160000,,,Energy,Oil & Gas Refining & Marketing,,,,1960000000,181000000,369000000,-203000000,733000000,534000000,,97000000,56000000,9186000000,3143000000,2923000000,,,,2017,0.444333104,1.0822959,1.705352991,0.544878592,0.4,17287,1.029010671,0.182651076
131,131,HPE,DXC,4/3/17,Hewlett Packard Enterprise Co.,Dxc Technology Co.,21838934677,,,Technology,Information Technology Services,,,,31216000000,,3334000000,12345000000,7452000000,5913000000,,354000000,159000000,76662000000,31574000000,15790000000,,,,2017,0.259785902,0.785841228,0.606874629,0.421535022,0.065,17257,0.846359595,0.21034144
132,132,BIIB,BIVV,2/2/17,Biogen Inc,Bioverativ Inc,4860000000,,https://www.macrotrends.net/stocks/delisted/BIVV/bioverativ-inc/market-cap,Healthcare,Drug Manufacturers—General,1,Private,Industry easy to assign,796600000,91400000,23100000,585100000,,259100000,36900000,,69300000,22876800000,12128600000,6512700000,,https://www.sec.gov/Archives/edgar/data/1681689/000155837017004227/bivv-20170331x10q.htm,,2017,0.159603228,0.978150957,0.438159188,0.172467945,,17198,0.391065588,0.011905389
133,133,CTXS,LOGM,2/1/17,Citrix Systems Inc,Logmein Inc,4640000000,,https://www.macrotrends.net/stocks/delisted/LOGM/logmein/market-cap,Communication Services,,1,Private (rebranded as GoTo),Parent and Spinoff both private,403143000,,80216000,3080889000,30000000,187458000,33122000,-34182000,-18564000,6390227000,2608727000,,https://www.sec.gov/Archives/edgar/data/877890/000087789017000030/ctxs12-31x201610xk.htm,https://www.sec.gov/Archives/edgar/data/1420302/000119312517159878/d355140d10q.htm,,2017,,,0.433668724,0.915681256,,17198,0.391065588,0.011905389
134,134,VAR,VREX,1/30/17,Varian Medical Systems Inc,Varex Imaging Corp,1261282344,,,Healthcare,Medical Devices,,,,692800000,212100000,119100000,353800000,202200000,154800000,14400000,23500000,15000000,3684800000,1729000000,607200000,https://www.sec.gov/Archives/edgar/data/203527/000162828017000959/var10qq12017.htm,,,2017,0.480122271,0.228568891,0.438159188,0.172467945,0.33,17198,0.391065588,0.011905389
135,135,PGEN,AQB,1/19/17,Precigen Inc,Aquabounty Technologies Inc,98445899,,,Consumer Defensive,Farm Products,,,,28549094,101046,2199311,24959344,2805088,0,720022,-2049098,-2055743,949068000,569248000,8768000,,,,2017,1.809805029,0.416954399,0.292777044,0.814964673,0,17198,0.391065588,0.011905389
136,136,HLT,HGV,1/4/17,Hilton Worldwide Holdings Inc,Hilton Grand Vacations Inc,2838453068,,,Consumer Cyclical,Resorts & Casinos,,,,2307000000,507000000,254000000,226000000,1183000000,399000000,,83000000,50000000,26211000000,5849000000,10812000000,,,,2017,0.269860722,2.79322651,0.24029006,0.849259347,0.342,17167,0.3791602,-0.042995964
137,137,HLT,PK,1/4/17,Hilton Worldwide Holdings Inc,Park Hotels & Resorts Inc,5513076462,,,Real Estate,REIT—Hotel & Motel,,,,9840000000,,8516000000,5971000000,3012000000,684000000,,94000000,2350000000,26211000000,5849000000,10812000000,,,,2017,0.171219597,0.999052326,0.184159391,1.025771966,0.342,17167,0.3791602,-0.042995964
138,138,XRX,CNDT,1/3/17,Xerox Holdings Corp,Conduent Inc,3417079200,,,Technology,Information Technology Services,,,,7694000000,,276000000,3299000000,2115000000,1553000000,4000000,25000000,-6000000,18145000000,5055000000,6316000000,,,,2017,0.259785902,0.785841228,0.606874629,0.421535022,0.4,17167,0.3791602,-0.042995964
139,139,OSG,INSW,12/1/16,Overseas Shipholding Group Inc,International Seaways Inc,409369713,,,Energy,Oil & Gas Midstream,,,,1662521000,1338000,1100050000,1179512000,439651000,85810000,,1225000,-57757000,2749954000,1414869000,981743000,,,,2016,0.418016924,0.981067447,1.573321409,0.544878592,0.4,17136,0.422156164,-0.007099736
140,140,CAG,LW,11/10/16,Conagra Brands Inc,Lamb Weston Holdings Inc,4889633304,,,Consumer Defensive,Packaged Foods,,,,2400200000,615900000,1134300000,-758600000,2526200000,790700000,,125500000,87200000,12835900000,3799600000,4974100000,,,,2016,0.450029102,0.937844663,0.275603904,0.814964673,0.27,17106,0.4292559,-0.093468729
141,141,HWM,AA,11/1/16,Howmet Aerospace Inc,Alcoa Corp,5134969803,,,Basic Materials,Aluminum,,,,16734000000,1160000000,9325000000,7690000000,1445000000,2537000000,7000000,133000000,-125000000,,,,,,,2016,0.298159064,1.515399237,0.622017778,0.504063828,0.4,17106,0.4292559,-0.093468729
142,142,PEAK,QCP,11/1/16,Healthpeak Properties Inc,Quality Care Properties Inc,1390000000,,https://www.macrotrends.net/stocks/delisted/QCP/quality-care-pr/market-cap,Real Estate,,1,Private,"Despite looking like it's part of the healthcare sector, it provides real estate for healthcare facilities",4789375000,,,3035293000,1713069000,103567000,,,104730000,21188545000,9575434000,10920535000,,https://www.sec.gov/Archives/edgar/data/1677203/000155837017002368/qcp-20161231x10k.htm,,2016,,,0.189920825,1.025771966,,17106,0.4292559,-0.093468729
143,143,YUM,YUMC,11/1/16,Yum Brands Inc,Yum China Holdings Inc,10007667054,,,Consumer Cyclical,Restaurants,,,,3727000000,268000000,1647000000,2443000000,28000000,1978000000,,88000000,88000000,10432000000,-1830000000,9167000000,,,,2016,0.175142955,0.956116934,0.256482446,0.849259347,0.4,17106,0.4292559,-0.093468729
144,144,JCI,ADNT,10/31/16,Johnson Controls International PLC,Adient PLC,5489168066,,,Consumer Cyclical,Auto Parts,,,,11257000000,635000000,2138000000,3429000000,3461000000,4038000000,,133000000,149000000,63179000000,25324000000,12759000000,,,,2016,0.260384131,0.621811978,0.256482446,0.849259347,0.14,17106,0.4292559,-0.093468729
145,145,CUZ,PKY,10/7/16,Cousins Properties Inc,Parkway Inc,1020000000,,https://www.macrotrends.net/stocks/delisted/PKY/parkway-inc/market-cap,Real Estate,,1,Not Listed,,2163895000,,,1151922000,,,,,,2760734000,1665437000,789378000,,https://www.sec.gov/Archives/edgar/data/1677761/000167776117000018/pkyinc-20161231x10k.htm,,2016,,,0.189920825,1.025771966,,17075,0.522724628,0.012436209
146,146,HON,ASIX,10/3/16,Honeywell International Inc,Advansix Inc,674892867,,,Basic Materials,Chemicals,,,,904957000,128978000,575375000,215362000,264838000,259323000,,-39904000,-24714000,53556000000,19374000000,15858000000,,,,2016,0.799115662,0.625708662,0.622017778,0.504063828,0.4,17075,0.522724628,0.012436209
147,147,RRD,DFIN,10/3/16,Rr Donnelley & Sons Co.,Donnelley Financial Solutions Inc,749148000,,,Financial Services,Capital Markets,,,,978900000,24100000,35500000,111100000,587000000,221000000,,8300000,-800000,7472500000,538400000,3890900000,https://www.sec.gov/Archives/edgar/data/29669/000156459016027037/rrd-10q_20160930.htm,,,2016,1.008171436,0.992929947,0.375618483,0.713185784,0.4,17075,0.522724628,0.012436209
148,148,RRD,LKSDQ,10/3/16,Rr Donnelley & Sons Co.,Lsc Communications Inc,780000000,https://www.macrotrends.net/stocks/charts/LKSDQ/lsc-communications/market-cap,,Communication Services,,1,Not Listed,Parent private,,193000000,608000000,240000000,794000000,919000000,,27000000,9000000,1952000000,240000000,794000000,https://www.sec.gov/Archives/edgar/data/29669/000156459016027037/rrd-10q_20160930.htm,https://www.sec.gov/Archives/edgar/data/1669812/000156459017002253/lksd-10k_20161231.htm,,2016,,,0.428813646,0.915681256,,17075,0.522724628,0.012436209
149,149,APD,VSM,10/3/16,Air Products & Chemicals Inc,Versum Materials Inc,3040000000,,https://www.macrotrends.net/stocks/delisted/VSM/versum-materls/market-cap,Basic Materials,Specialty Chemicals,1,Private,Industry easy to assign,493700000,124700000,294700000,-134200000,985200000,270800000,10300000,79100000,52300000,18028600000,7213400000,5210900000,,https://www.sec.gov/Archives/edgar/data/1660690/000166069017000015/vsm10q12312016.htm,,2016,0.207645503,0.675287768,0.622017778,0.504063828,,17075,0.522724628,0.012436209
150,150,EBS,APVO,8/1/16,Emergent Biosolutions Inc,Aptevo Therapeutics Inc,51830636,,,Healthcare,Biotechnology,,,,100623000,11574000,6139000,63750000,18111000,9405000,7114000,-15552000,-71741000,1056466000,672672000,247393000,,,,2016,0.461865999,0.093677874,0.4412131,0.172467945,0,17014,0.44985548,-0.020456324
151,151,LVNTA,CHUBK,7/25/16,Qurate Retail Inc,Commercehub Inc,560000000,,https://www.macrotrends.net/stocks/delisted/CHUBA/commercehub/market-cap,Communication Services,,,No Data,,,,,,,,,,,2714000000,6994000000,5544000000,https://www.sec.gov/Archives/edgar/data/1355096/000155837016007515/lint-20160630x10q.htm,,,2016,,,0.428813646,0.915681256,,17014,0.44985548,-0.020456324
